"ファネル","承認元シート","No.","シナリオ順","シナリオ名","配信区分","区分内順","媒体","管理名称","配信基準","配信タイミング","ステータス","送信元","件名","本文_M（原本）","本文_N（構造化原本）","本文_O（転記候補）","本文_P（補助文）","URL・ボタン／アクション","配信条件","UTAGE編集URL","メッセージID"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","150","12","VSL_一部視聴","ステップ配信","4","LINE","VSL-P04","","1日後 9:00","稼働中","","","【LINEメッセージ 1／text】
昨日の続きから、いきましょう😊

視聴ページを開いて、商品・集客・販売までの流れを最後まで確認してみてくださいね🔥","【LINEメッセージ 1／text】
昨日の続きから、いきましょう😊

視聴ページを開いて、商品・集客・販売までの流れを最後まで確認してみてくださいね🔥","昨日の続きから、いきましょう😊

視聴ページを開いて、商品・集客・販売までの流れを最後まで確認してみてくださいね🔥","昨日の続きから。

視聴ページを開き、商品・集客・販売までの流れを最後まで確認してください。","","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/hZGpXnuEz1xg/edit","hZGpXnuEz1xg"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","151","12","VSL_一部視聴","ステップ配信","5","LINE","VSL-P05","","1日後 14:00","稼働中","","","【LINEメッセージ 1／text】
AIツールを増やすことより、「誰に何を届けるか」を決める方が先なんです💡

後半では、学びを事業につなげる考え方も扱っていますよ😊📣","【LINEメッセージ 1／text】
AIツールを増やすことより、「誰に何を届けるか」を決める方が先なんです💡

後半では、学びを事業につなげる考え方も扱っていますよ😊📣","AIツールを増やすことより、「誰に何を届けるか」を決める方が先なんです💡

後半では、学びを事業につなげる考え方も扱っていますよ😊📣","AIツールを増やすことより、「誰に何を届けるか」を決める方が先です。

後半では、学びを事業につなげる考え方も扱っています。","","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/suBXJeaTTYkm/edit","suBXJeaTTYkm"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","152","12","VSL_一部視聴","ステップ配信","6","LINE","VSL-P06","","1日後 20:00","稼働中","","","【LINEメッセージ 1／text】
公開期限は 8月2日(土)23:59 です⏰

視聴を始めた時刻にかかわらず延長はされないので、余裕があるうちに続きをご覧くださいね😊✨","【LINEメッセージ 1／text】
公開期限は 8月2日(土)23:59 です⏰

視聴を始めた時刻にかかわらず延長はされないので、余裕があるうちに続きをご覧くださいね😊✨","公開期限は 8月2日(土)23:59 です⏰

視聴を始めた時刻にかかわらず延長はされないので、余裕があるうちに続きをご覧くださいね😊✨","公開期限は [VSL終了日時] です。

視聴を始めた時刻にかかわらず延長はされないので、余裕があるうちに続きをご覧ください。","","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/6kJfk5ZhL0ZI/edit","6kJfk5ZhL0ZI"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","153","12","VSL_一部視聴","ステップ配信","7","LINE","VSL-P07","","2日後 9:00","稼働中","","","【LINEメッセージ 1／text】
本日が視聴最終日です⏰

途中まで見た方は、今夜23:59までに続きへ戻ってきてくださいね😊🎥","【LINEメッセージ 1／text】
本日が視聴最終日です⏰

途中まで見た方は、今夜23:59までに続きへ戻ってきてくださいね😊🎥","本日が視聴最終日です⏰

途中まで見た方は、今夜23:59までに続きへ戻ってきてくださいね😊🎥","本日が視聴最終日です。

途中まで見た方は、今夜23:59までに続きへ戻ってください。","","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/Pkn7lktciPoS/edit","Pkn7lktciPoS"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","154","12","VSL_一部視聴","ステップ配信","8","LINE","VSL-P08","","2日後 14:00","稼働中","","","【LINEメッセージ 1／text】
残り時間が少なくなってきました⏰

見終わったら、スクールに興味がある方だけ AIひとり起業ロードマップ作成会 の日程を確認できますよ😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【動画】公開は本日23:59まで"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""LINE友だち限定 プレミアム無料動画"",
  ""text"": ""公開は本日23:59まで"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""動画を見る"",
      ""uri"": ""https://utage-system.com/p/m6COEDrJH2BP"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
残り時間が少なくなってきました⏰

見終わったら、スクールに興味がある方だけ AIひとり起業ロードマップ作成会 の日程を確認できますよ😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【動画】公開は本日23:59まで"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""LINE友だち限定 プレミアム無料動画"",
  ""text"": ""公開は本日23:59まで"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""動画を見る"",
      ""uri"": ""https://utage-system.com/p/m6COEDrJH2BP"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","残り時間が少なくなってきました⏰

見終わったら、スクールに興味がある方だけ AIひとり起業ロードマップ作成会 の日程を確認できますよ😊👇","残り時間が少なくなってきました。

見終わったら、スクールに興味がある方だけ AIひとり起業ロードマップ作成会 の日程を確認できます。
[VSLURL]","[
  {
    ""url"": ""https://utage-system.com/p/m6COEDrJH2BP"",
    ""action_id"": ""mjNKfwKZJRag"",
    ""expiration_type"": ""none""
  }
]","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/CiZEgXL5O3Uz/edit","CiZEgXL5O3Uz"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","155","12","VSL_一部視聴","ステップ配信","9","LINE","VSL-P09","","2日後 19:00","稼働中","","","【LINEメッセージ 1／text】
公開終了まであと数時間です⏰

途中のままにせず、AIで事業を作る全体像を今日中にぜひ完成させちゃいましょう😊📣","【LINEメッセージ 1／text】
公開終了まであと数時間です⏰

途中のままにせず、AIで事業を作る全体像を今日中にぜひ完成させちゃいましょう😊📣","公開終了まであと数時間です⏰

途中のままにせず、AIで事業を作る全体像を今日中にぜひ完成させちゃいましょう😊📣","公開終了まであと数時間です。

途中のままにせず、AIで事業を作る全体像を今日中に完成させてください。","","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/ETjHWlvzXGr3/edit","ETjHWlvzXGr3"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","156","12","VSL_一部視聴","ステップ配信","10","LINE","VSL-P10","","2日後 22:30","稼働中","","","【LINEメッセージ 1／text】
23:59で終了します⏰

視聴途中の方への最後のご案内です🙏 今すぐこちらから続きをご覧くださいね👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【動画】本日23:59で終了します"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""LINE友だち限定 プレミアム無料動画"",
  ""text"": ""本日23:59で終了"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""動画を見る"",
      ""uri"": ""https://utage-system.com/p/m6COEDrJH2BP"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
23:59で終了します⏰

視聴途中の方への最後のご案内です🙏 今すぐこちらから続きをご覧くださいね👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【動画】本日23:59で終了します"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""LINE友だち限定 プレミアム無料動画"",
  ""text"": ""本日23:59で終了"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""動画を見る"",
      ""uri"": ""https://utage-system.com/p/m6COEDrJH2BP"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","23:59で終了します⏰

視聴途中の方への最後のご案内です🙏 今すぐこちらから続きをご覧くださいね👇","23:59で終了します。

視聴途中の方への最後のご案内です。今すぐこちらから続きをご覧ください。
[VSLURL]","[
  {
    ""url"": ""https://utage-system.com/p/m6COEDrJH2BP"",
    ""action_id"": ""mjNKfwKZJRag"",
    ""expiration_type"": ""none""
  }
]","VSL途中視聴・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/XjJ8DIN9vJ1f/step/line/WhfdR94zX0IG/edit","WhfdR94zX0IG"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","157","13","VSL_視聴完了","ステップ配信","1","LINE","VSL-C01","","登録直後","稼働中","","","【LINEメッセージ 1／text】
%line_name%さん、最後までご視聴ありがとうございました😊🎉

内容を自分の場合に落とし込んで、AIで何を事業にするか、商品・集客・販売をどの順番で作るかを整理したい方へ✨

AIひとり起業ロードマップ作成会
Zoom30分／名前・メールで予約

スクールのご案内も含むので、興味がある方だけお申し込みくださいね🎥","【LINEメッセージ 1／text】
%line_name%さん、最後までご視聴ありがとうございました😊🎉

内容を自分の場合に落とし込んで、AIで何を事業にするか、商品・集客・販売をどの順番で作るかを整理したい方へ✨

AIひとり起業ロードマップ作成会
Zoom30分／名前・メールで予約

スクールのご案内も含むので、興味がある方だけお申し込みくださいね🎥","%line_name%さん、最後までご視聴ありがとうございました😊🎉

内容を自分の場合に落とし込んで、AIで何を事業にするか、商品・集客・販売をどの順番で作るかを整理したい方へ✨

AIひとり起業ロードマップ作成会
Zoom30分／名前・メールで予約

スクールのご案内も含むので、興味がある方だけお申し込みくださいね🎥","[name]さん、最後までご視聴ありがとうございました。

内容を自分の場合に落とし込み、AIで何を事業にするか、商品・集客・販売をどの順番で作るかを整理したい方へ。

AIひとり起業ロードマップ作成会
Zoom30分／名前・メールで予約

スクールのご案内も含むため、興味がある方だけお申し込みください。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/DciEDgOwZDeT/edit","DciEDgOwZDeT"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","158","13","VSL_視聴完了","ステップ配信","2","LINE","VSL-C02","","2時間 後","稼働中","","","【LINEメッセージ 1／image】
{
  ""original_content_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/VoadmjkSafaL.png""
}

────────────

【LINEメッセージ 2／text】
動画を見て「自分の場合はどうなる？」と思った方へ😊

作成会では、経験・得意・使える時間をもとに、最初のテーマと進める順番を一緒に組み立てていきます🙌👇

────────────

【LINEメッセージ 3／button】
{
  ""alt_text"": ""【個別】AIひとり起業ロードマップ作成会のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIひとり起業ロードマップ作成会"",
  ""text"": ""Zoom30分・名前とメールだけで予約OK"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""日程を見て予約する"",
      ""uri"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／image】
{
  ""original_content_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/VoadmjkSafaL.png""
}

────────────

【LINEメッセージ 2／text】
動画を見て「自分の場合はどうなる？」と思った方へ😊

作成会では、経験・得意・使える時間をもとに、最初のテーマと進める順番を一緒に組み立てていきます🙌👇

────────────

【LINEメッセージ 3／button】
{
  ""alt_text"": ""【個別】AIひとり起業ロードマップ作成会のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIひとり起業ロードマップ作成会"",
  ""text"": ""Zoom30分・名前とメールだけで予約OK"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""日程を見て予約する"",
      ""uri"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","動画を見て「自分の場合はどうなる？」と思った方へ😊

作成会では、経験・得意・使える時間をもとに、最初のテーマと進める順番を一緒に組み立てていきます🙌👇","動画を見て「自分の場合はどうなる？」と思った方へ。

作成会では、経験・得意・使える時間をもとに、最初のテーマと進める順番を一緒に組み立てます。
[面談予約URL]","[
  {
    ""url"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
    ""action_id"": ""lMxbsrSPWV9W"",
    ""expiration_type"": ""none""
  }
]","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/wh7dGNiiq0ob/edit","wh7dGNiiq0ob"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","159","13","VSL_視聴完了","ステップ配信","3","LINE","VSL-C03","","5時間 後","稼働中","","","【LINEメッセージ 1／text】
まだ商品がなくても、AI初心者でも大丈夫ですよ😊

完成した計画を持ってくる場じゃなくて、30分で計画の土台を一緒に作る場です📣","【LINEメッセージ 1／text】
まだ商品がなくても、AI初心者でも大丈夫ですよ😊

完成した計画を持ってくる場じゃなくて、30分で計画の土台を一緒に作る場です📣","まだ商品がなくても、AI初心者でも大丈夫ですよ😊

完成した計画を持ってくる場じゃなくて、30分で計画の土台を一緒に作る場です📣","まだ商品がなくても、AI初心者でも大丈夫です。

完成した計画を持ってくる場ではなく、30分で計画の土台を作る場です。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/0Qha2c1IJnIT/edit","0Qha2c1IJnIT"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","160","13","VSL_視聴完了","ステップ配信","4","LINE","VSL-C04","","0日後 10:00","稼働中","","","【LINEメッセージ 1／text】
見た直後が、いちばん動きやすいタイミングです😊

情報が新しいうちに、自分のロードマップへ変えちゃいましょう✨","【LINEメッセージ 1／text】
見た直後が、いちばん動きやすいタイミングです😊

情報が新しいうちに、自分のロードマップへ変えちゃいましょう✨","見た直後が、いちばん動きやすいタイミングです😊

情報が新しいうちに、自分のロードマップへ変えちゃいましょう✨","見た直後が、最も動きやすい。

情報が新しいうちに、自分のロードマップへ変えましょう。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/QUfY1iY6FCsU/edit","QUfY1iY6FCsU"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","161","13","VSL_視聴完了","ステップ配信","5","LINE","VSL-C05","","1日 後","稼働中","","","【LINEメッセージ 1／text】
%line_name%さん、動画の視聴完了から1日が経ちました😊

一人で整理すると止まりそうなら、ぜひ作成会を使ってくださいね。必要に応じて AIひとり起業スクール でできることもご説明します🎥","【LINEメッセージ 1／text】
%line_name%さん、動画の視聴完了から1日が経ちました😊

一人で整理すると止まりそうなら、ぜひ作成会を使ってくださいね。必要に応じて AIひとり起業スクール でできることもご説明します🎥","%line_name%さん、動画の視聴完了から1日が経ちました😊

一人で整理すると止まりそうなら、ぜひ作成会を使ってくださいね。必要に応じて AIひとり起業スクール でできることもご説明します🎥","[name]さん、動画の視聴完了から1日が経ちました。

一人で整理すると止まりそうなら、作成会を使ってください。必要に応じて AIひとり起業スクール でできることもご説明します。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/2nRWHPzRXiBP/edit","2nRWHPzRXiBP"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","162","13","VSL_視聴完了","ステップ配信","6","LINE","VSL-C06","","1日 4時間 後","稼働中","","","【LINEメッセージ 1／text】
事業テーマ、商品、集客、販売。

ぜんぶを同時に考えると動けなくなっちゃいます😌 今の自分が最初に決める一つを、30分でスッと明確にします🔥","【LINEメッセージ 1／text】
事業テーマ、商品、集客、販売。

ぜんぶを同時に考えると動けなくなっちゃいます😌 今の自分が最初に決める一つを、30分でスッと明確にします🔥","事業テーマ、商品、集客、販売。

ぜんぶを同時に考えると動けなくなっちゃいます😌 今の自分が最初に決める一つを、30分でスッと明確にします🔥","事業テーマ、商品、集客、販売。

すべてを同時に考えると動けません。今の自分が最初に決める一つを、30分で明確にします。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/JOAMSplqPBcC/edit","JOAMSplqPBcC"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","163","13","VSL_視聴完了","ステップ配信","7","LINE","VSL-C07","","1日後 10:00","稼働中","","","【LINEメッセージ 1／text】
予約は名前とメールアドレスの2項目で完了しちゃいます😊 事前課題もありません✨

都合が変わった場合は日程変更もできますよ👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【個別】AIひとり起業ロードマップ作成会のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIひとり起業ロードマップ作成会"",
  ""text"": ""Zoom30分・名前とメールだけで予約OK"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""日程を見て予約する"",
      ""uri"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
予約は名前とメールアドレスの2項目で完了しちゃいます😊 事前課題もありません✨

都合が変わった場合は日程変更もできますよ👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【個別】AIひとり起業ロードマップ作成会のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIひとり起業ロードマップ作成会"",
  ""text"": ""Zoom30分・名前とメールだけで予約OK"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""日程を見て予約する"",
      ""uri"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","予約は名前とメールアドレスの2項目で完了しちゃいます😊 事前課題もありません✨

都合が変わった場合は日程変更もできますよ👇","予約は名前とメールアドレスの2項目で完了します。事前課題はありません。

都合が変わった場合は日程変更できます。
[面談予約URL]","[
  {
    ""url"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
    ""action_id"": ""lMxbsrSPWV9W"",
    ""expiration_type"": ""none""
  }
]","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/xCT9FyxEdkBJ/edit","xCT9FyxEdkBJ"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","164","13","VSL_視聴完了","ステップ配信","8","LINE","VSL-C08","","1日後 15:00","稼働中","","","【LINEメッセージ 1／text】
視聴完了者向けの受付は、あと9時間です⏰

実際の48時間受付に基づくご案内です。必要な方は、期限内に日程を確保しておいてくださいね😊✨","【LINEメッセージ 1／text】
視聴完了者向けの受付は、あと9時間です⏰

実際の48時間受付に基づくご案内です。必要な方は、期限内に日程を確保しておいてくださいね😊✨","視聴完了者向けの受付は、あと9時間です⏰

実際の48時間受付に基づくご案内です。必要な方は、期限内に日程を確保しておいてくださいね😊✨","視聴完了者向け受付は、あと9時間です。

実際の48時間受付に基づく案内です。必要な方は、期限内に日程を確保してください。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/brqYAbNWbjhP/edit","brqYAbNWbjhP"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","165","13","VSL_視聴完了","ステップ配信","9","LINE","VSL-C09","","1日後 21:00","稼働中","","","【LINEメッセージ 1／text】
受付終了まであと3時間です⏰

スクールに関心があって、自分に合う進め方を直接相談したい方は、こちらから予約してくださいね😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【個別】ロードマップ作成会・受付終了まであと3時間"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIひとり起業ロードマップ作成会"",
  ""text"": ""受付終了まであと3時間"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""日程を見て予約する"",
      ""uri"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
受付終了まであと3時間です⏰

スクールに関心があって、自分に合う進め方を直接相談したい方は、こちらから予約してくださいね😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【個別】ロードマップ作成会・受付終了まであと3時間"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIひとり起業ロードマップ作成会"",
  ""text"": ""受付終了まであと3時間"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""日程を見て予約する"",
      ""uri"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","受付終了まであと3時間です⏰

スクールに関心があって、自分に合う進め方を直接相談したい方は、こちらから予約してくださいね😊👇","受付終了まであと3時間です。

スクールに関心があり、自分に合う進め方を直接相談したい方は、こちらから予約してください。
[面談予約URL]","[
  {
    ""url"": ""https://utage-system.com/event/DkY6Co3mN1oB/register"",
    ""action_id"": ""lMxbsrSPWV9W"",
    ""expiration_type"": ""none""
  }
]","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/zlm87BKwfnhi/edit","zlm87BKwfnhi"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","166","13","VSL_視聴完了","ステップ配信","10","LINE","VSL-C10","","1日後 23:00","稼働中","","","【LINEメッセージ 1／text】
あと1時間で受付終了です⏰

AIひとり起業ロードマップ作成会 のご案内は、これで最後になります🙏 参加したい方は、今すぐ予約を完了してくださいね🔥","【LINEメッセージ 1／text】
あと1時間で受付終了です⏰

AIひとり起業ロードマップ作成会 のご案内は、これで最後になります🙏 参加したい方は、今すぐ予約を完了してくださいね🔥","あと1時間で受付終了です⏰

AIひとり起業ロードマップ作成会 のご案内は、これで最後になります🙏 参加したい方は、今すぐ予約を完了してくださいね🔥","あと1時間で受付終了です。

AIひとり起業ロードマップ作成会 のご案内はこれで最後です。参加したい方は、今すぐ予約を完了してください。","","VSL視聴完了・面談未予約。視聴開始で未視聴を停止、視聴完了で未視聴・途中を停止。予約完了／面談済み／営業停止は除外。VSL初回開始から72時間。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/LEIqoAknhkmV/step/line/Lw5hWl0hKeJK/edit","Lw5hWl0hKeJK"
