"No.","シナリオ順","シナリオ名","配信区分","区分内順","媒体","管理名称","配信基準","配信タイミング","ステータス","送信元","件名","本文（全文・絵文字／改行保持）","URL・ボタン／アクション","配信条件","UTAGE編集URL","メッセージID"
"61","3","META_VSL_40_再公開希望","ステップ配信","2","LINE","META_VSL_40_再公開希望_No.07","none","0日後 23:50","稼働中","","","【LINEメッセージ 1／text】
あと10分。最後に1つだけ。 😊 🌱

再受付の締め切り、残り10分です。

この動画は「変わりたいのか、変わらなくていいのか」を決める場所ではありません。

「どうやって変わるか」を一緒に決める場所です。","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/k2m48DZSB7KC/step/line/Z9MMIJHspsAe/edit","Z9MMIJHspsAe"
"62","3","META_VSL_40_再公開希望","ステップ配信","1","LINE","META_VSL_40_再公開希望_No.08","none","1日後 0:00","稼働中","","","【LINEメッセージ 1／text】
ありがとうございました。 💡 🙌

再受付、終了しました。

お付き合いいただきありがとうございました。

またタイミングを見てご連絡いたします！","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/k2m48DZSB7KC/step/line/09CusysdD3Ke/edit","09CusysdD3Ke"
"63","1","META_VSL_50_24時間再公開","ステップ配信","7","LINE","META_VSL_50_24時間再公開_No.01","none","0日後 1:00（時刻指定）","稼働中","","","【LINEメッセージ 1／text】
まだ迷っていますか？😊

動画を見た方からは「自分にもできそう」という声が続々。面談で特に反響が大きいのは『自分に向いている事業の見つけ方』です。

⏳ 再受付は残り23時間。

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""個別ロードマップ作成会（無料）のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/MRk2d9Q2jxYD.png"",
  ""title"": ""個別ロードマップ作成会（無料）"",
  ""text"": ""正解を教えるのではなく、一緒に探す３０分。今すぐご予約を👇"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""▶ 面談を予約する"",
      ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
      ""add_label_id"": ""ARYnpQ7QAC1a"",
      ""del_label_id"": null
    }
  ]
}","[
  {
    ""url"": ""https://utage-system.com/p/hpSOBvvLDxDl"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/wWtfcGzHRNDw/edit","wWtfcGzHRNDw"
"64","1","META_VSL_50_24時間再公開","ステップ配信","6","LINE","META_VSL_50_24時間再公開_No.02","none","0日後 19:00","稼働中","","","【LINEメッセージ 1／text】
え、もう5時間しかないの？😳

実はあと5時間で再受付が終わります。面談で話せる内容はこちら👇

【LINEメッセージ 2／carousel】
{
  ""seq"": 1,
  ""type"": ""carousel"",
  ""alt_text"": ""面談で話せる内容ダイジェスト"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""columns"": [
    {
      ""thumbnail_image_url"": null,
      ""title"": ""① 事業の発掘"",
      ""text"": ""あなたに合ったAI事業を一緒に見つけます"",
      ""actions"": [
        {
          ""type"": ""url"",
          ""label"": ""面談を予約する"",
          ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
          ""add_label_id"": ""ARYnpQ7QAC1a"",
          ""del_label_id"": null
        }
      ]
    },
    {
      ""thumbnail_image_url"": null,
      ""title"": ""② 100万円ロードマップ"",
      ""text"": ""最初の100万円までの道筋を具体的に設計"",
      ""actions"": [
        {
          ""type"": ""url"",
          ""label"": ""面談を予約する"",
          ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
          ""add_label_id"": ""ARYnpQ7QAC1a"",
          ""del_label_id"": null
        }
      ]
    },
    {
      ""thumbnail_image_url"": null,
      ""title"": ""③ AIエージェント設定"",
      ""text"": ""AIの導入・セットアップ方法まで実践で"",
      ""actions"": [
        {
          ""type"": ""url"",
          ""label"": ""面談を予約する"",
          ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
          ""add_label_id"": ""ARYnpQ7QAC1a"",
          ""del_label_id"": null
        }
      ]
    },
    {
      ""thumbnail_image_url"": null,
      ""title"": ""④ スクール詳細"",
      ""text"": ""必要な方にはスクールの詳細もご案内（59.8万〜）"",
      ""actions"": [
        {
          ""type"": ""url"",
          ""label"": ""面談を予約する"",
          ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
          ""add_label_id"": ""ARYnpQ7QAC1a"",
          ""del_label_id"": null
        }
      ]
    }
  ]
}","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/cGGqkgJsa7yQ/edit","cGGqkgJsa7yQ"
"65","1","META_VSL_50_24時間再公開","ステップ配信","5","LINE","META_VSL_50_24時間再公開_No.03","none","0日後 20:00","稼働中","","","【LINEメッセージ 1／text】
恐ろしい事実に、お気づきですか？💡

再受付は、実質あと4時間ほど。

ロードマップ作成会は、たった30分。
「30分で変わるの？」と思った方ほど、変わっています。

『あとで』と思っているうちに、本気で終わります。👇

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""個別ロードマップ作成会（無料）のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/MRk2d9Q2jxYD.png"",
  ""title"": ""個別ロードマップ作成会（無料）"",
  ""text"": ""30分で、あなたの道筋を一緒に描きます。今すぐ予約👇"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""▶ 面談を予約する"",
      ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
      ""add_label_id"": ""ARYnpQ7QAC1a"",
      ""del_label_id"": null
    }
  ]
}","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/9t0kqeZ3nSWB/edit","9t0kqeZ3nSWB"
"66","1","META_VSL_50_24時間再公開","ステップ配信","4","LINE","META_VSL_50_24時間再公開_No.04","none","0日後 21:00","稼働中","","","【LINEメッセージ 1／text】
証言者の声 📣

「ロードマップ作成会を受けた後、何から始めればいいかが明確になりました」
「すやさんの話を聞いて、ようやく自分のビジョンが見えた気がします」
「AIエージェントを実際に触りながら一緒に考えてもらえて、本当によかった」

⏳ 配布時間、残り3時間です。👇

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""個別ロードマップ作成会（無料）のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/MRk2d9Q2jxYD.png"",
  ""title"": ""個別ロードマップ作成会（無料）"",
  ""text"": ""あなたの『ようやく見えた』を、一緒に。今すぐ予約👇"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""▶ 面談を予約する"",
      ""uri"": ""https://utage-system.com/event/Nfqn55r0Vb3J/register"",
      ""add_label_id"": ""ARYnpQ7QAC1a"",
      ""del_label_id"": null
    }
  ]
}","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/jiRmlw6dNRtO/edit","jiRmlw6dNRtO"
"67","1","META_VSL_50_24時間再公開","ステップ配信","3","LINE","META_VSL_50_24時間再公開_No.05","none","0日後 22:00","稼働中","","","【LINEメッセージ 1／text】
気づかない間に… 🙌 👀

実は、もう静かにラストチャンスが来ています。

あと約2時間。

「あとで」って思ってるうちに本気で終わってたりします。

ちなみに再々受付のご予定もございません！笑

ですので、実質これがラストのチャンスです。","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/ZPbnOkctolFp/edit","ZPbnOkctolFp"
"68","1","META_VSL_50_24時間再公開","ステップ配信","2","LINE","META_VSL_50_24時間再公開_No.06","none","0日後 23:50","稼働中","","","【LINEメッセージ 1／text】
ラスト10分です…！ 🔥

再受付は残り10分を切りました。

ロードマップ作成会では「自分に何が向いているか」を一緒に考えます。

正解を教えるのではなく、一緒に探す場所です。

こちらからご覧ください👇
https://utage-system.com/p/hpSOBvvLDxDl","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/TTvZQeR1LPKj/edit","TTvZQeR1LPKj"
"69","1","META_VSL_50_24時間再公開","ステップ配信","1","LINE","META_VSL_50_24時間再公開_No.07","none","1日後 0:00","稼働中","","","【LINEメッセージ 1／text】
再受付、終了いたしました！ 😊 🌱

お付き合いいただきありがとうございました！！！！

ご縁を感じてロードマップ作成会にお申し込みいただけた方は、この後も引き続きよろしくお願いいたします。

またタイミングを見てご連絡いたします！","","{
    ""rules"":  [
                  {
                      ""key"":  ""label"",
                      ""condition"":  ""not-including"",
                      ""value"":  [
                                    ""AjCisycMbEia"",
                                    ""r2vnCTyseMYh"",
                                    ""ztlcWnxeo2Gd"",
                                    ""44XxGPtTHwBN"",
                                    ""VHfYW7D9Sqaa"",
                                    ""l7UEdnmvTDIV""
                                ]
                  }
              ]
}","https://utage-system.com/account/3TS1vbmqlbNx/scenario/a1gHcFv4AC8Z/step/line/k8erg9qQ0BqW/edit","k8erg9qQ0BqW"
"70","6","AIでひとり起業個別相談リマインダ","ステップ配信","1","アクション","予約完了→除外ラベル付与(Meta)_登録直後","none","登録直後","稼働中","","","【アクション実行】
アクションID: 8GfQ3CBKX6Mm","アクションID: 8GfQ3CBKX6Mm","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/step/action/wsjySSuvqlE3/edit","wsjySSuvqlE3"
"71","6","AIでひとり起業個別相談リマインダ","ステップ配信","6","LINE","","none","登録直後","稼働中","","","【LINEメッセージ 1／text】
【️申込を承りました】
%event_info%
お手元のカレンダー、手帳などに予定のメモをお願いします🗓","[
  {
    ""url"": ""参加用Zoom / Google Meet URL"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/step/line/snLTk3EmI436/edit","snLTk3EmI436"
"72","6","AIでひとり起業個別相談リマインダ","ステップ配信","7","メール","申込時","none","登録直後","稼働中","すや / info-cosmos@xenomagic.com","【重要】%event_name%へのお申込みが完了しました","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

お申込み頂いたご予約について
ご案内をさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/step/mail/SPsn6KbytBvM/edit","SPsn6KbytBvM"
"73","6","AIでひとり起業個別相談リマインダ","リマインダ配信","13","メール","開催14日前","event_date","イベント参加日時｜14日前後:14前 8:00","稼働中","すや / info-cosmos@xenomagic.com","【開催14日前】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催14日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/Ip6SrIR5EeNw/edit","Ip6SrIR5EeNw"
"74","6","AIでひとり起業個別相談リマインダ","リマインダ配信","8","メール","開催7日前","event_date","イベント参加日時｜7日前後:7前 8:00","稼働中","すや / info-cosmos@xenomagic.com","【開催7日前】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催7日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/H4uoR159z2Lt/edit","H4uoR159z2Lt"
"75","6","AIでひとり起業個別相談リマインダ","リマインダ配信","9","メール","開催3日前","event_date","イベント参加日時｜3日前後:3前 8:00","稼働中","すや / info-cosmos@xenomagic.com","【開催3日前】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催3日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/4kp3aUnFOP7b/edit","4kp3aUnFOP7b"
"76","6","AIでひとり起業個別相談リマインダ","リマインダ配信","10","メール","開催前日","event_date","イベント参加日時｜1日前後:1前 8:00","稼働中","すや / info-cosmos@xenomagic.com","【明日開催】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催前日になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/R2UY6Z1NjyBO/edit","R2UY6Z1NjyBO"
"77","6","AIでひとり起業個別相談リマインダ","リマインダ配信","11","メール","開催当日","event_date","イベント参加日時｜0日前後:0後 8:00","稼働中","すや / info-cosmos@xenomagic.com","【本日開催】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催当日になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/7S3XPEmv8uJz/edit","7S3XPEmv8uJz"
"78","6","AIでひとり起業個別相談リマインダ","リマインダ配信","12","メール","開催60分前","event_date","イベント参加日時｜0日前後:0後 1:00","稼働中","すや / info-cosmos@xenomagic.com","【開催60分前】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催60分前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/5iw6qjIef3fq/edit","5iw6qjIef3fq"
"79","6","AIでひとり起業個別相談リマインダ","リマインダ配信","2","LINE","","event_date","イベント参加日時｜0日前後:0後 0:02","稼働中","","","【LINEメッセージ 1／text】
【️2分前になりました】
%event_info%
お時間になりましたらご入室下さい😊","[
  {
    ""url"": ""参加用Zoom / Google Meet URL"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/Jy2EE3a6aPw1/edit","Jy2EE3a6aPw1"
"80","6","AIでひとり起業個別相談リマインダ","リマインダ配信","3","LINE","","event_date","イベント参加日時｜0日前後:0後 9:00","稼働中","","","【LINEメッセージ 1／text】
【️本日はよろしくお願い致します】
%event_info%
静かな所で参加されますようお願い致します🙏","[
  {
    ""url"": ""参加用Zoom / Google Meet URL"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/gImukXDN0GQX/edit","gImukXDN0GQX"
"81","6","AIでひとり起業個別相談リマインダ","リマインダ配信","4","LINE","","event_date","イベント参加日時｜1日前後:1前 21:00","稼働中","","","【LINEメッセージ 1／text】
【️いよいよ明日です】
%event_info%
お話できるのを楽しみにしております😊","[
  {
    ""url"": ""参加用Zoom / Google Meet URL"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/ASZHZM2d9jit/edit","ASZHZM2d9jit"
"82","6","AIでひとり起業個別相談リマインダ","リマインダ配信","5","LINE","","event_date","イベント参加日時｜3日前後:3前 21:00","稼働中","","","【LINEメッセージ 1／text】
【️3日前になりました】
%event_info%
日程の変更を希望される場合は事前にこちらまでご連絡ください🙇‍♂️","[
  {
    ""url"": ""参加用Zoom / Google Meet URL"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","","https://utage-system.com/account/3TS1vbmqlbNx/scenario/CwPiD5bpWYMZ/reminder/xMhF4UMpBs20/edit","xMhF4UMpBs20"
